Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,Last common ancestor with Mouse,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Mouse Whole-genome alignment coverage,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000182793,GSTA5,ENSMUSG00000025934,Gsta3,Boreoeutheria,ortholog_one2one,72.5225,72.8507,0,0.00,0
ENSG00000185792,NLRP9,ENSMUSG00000054102,Nlrp9a,Euarchontoglires,ortholog_one2many,44.6014,44.0239,0,0.00,0
ENSG00000185792,NLRP9,ENSMUSG00000060508,Nlrp9b,Euarchontoglires,ortholog_one2many,45.9132,45.3639,0,9.42,0
ENSG00000185792,NLRP9,ENSMUSG00000040614,Nlrp9c,Euarchontoglires,ortholog_one2many,45.106,44.5219,25,90.06,0
ENSG00000239389,PCDHA13,ENSMUSG00000103310,Pcdha12,Euarchontoglires,ortholog_one2one,86.7368,86.7368,100,100.00,1
ENSG00000103507,BCKDK,ENSMUSG00000030802,Bckdk,Euarchontoglires,ortholog_one2one,95.1456,95.1456,100,100.00,1
ENSG00000234776,C11orf94,ENSMUSG00000044916,1700029I15Rik,Euarchontoglires,ortholog_one2one,82.6531,81.8182,100,100.00,1
ENSG00000143198,MGST3,ENSMUSG00000026688,Mgst3,Boreoeutheria,ortholog_one2one,86.1842,85.6209,100,100.00,1
ENSG00000121680,PEX16,ENSMUSG00000027222,Pex16,Eutheria,ortholog_one2one,90.4762,90.4762,100,100.00,1
ENSG00000172590,MRPL52,ENSMUSG00000010406,Mrpl52,Euarchontoglires,ortholog_one2one,79.5082,80.1653,100,100.00,1
ENSG00000139344,AMDHD1,ENSMUSG00000015890,Amdhd1,Euarchontoglires,ortholog_one2one,89.2019,89.2019,100,100.00,1
ENSG00000146039,SLC17A4,ENSMUSG00000021336,Slc17a4,Euarchontoglires,ortholog_one2one,78.2696,79.065,100,100.00,1
ENSG00000243232,PCDHAC2,ENSMUSG00000102697,Pcdhac2,Euarchontoglires,ortholog_one2one,92.8501,92.9423,100,100.00,1
ENSG00000133606,MKRN1,ENSMUSG00000029922,Mkrn1,Euarchontoglires,ortholog_one2one,93.5685,93.763,100,100.00,1
ENSG00000222524,RN7SKP109,ENSMUSG00002075657,7SK,Eutheria,ortholog_one2one,28.7975,50.838,,0.00,0
ENSG00000229292,RFPL4AL1,ENSMUSG00000035191,Rfpl4,Euarchontoglires,ortholog_one2many,54.007,54.007,0,100.00,1
ENSG00000138463,SLC49A4,ENSMUSG00000022848,Slc49a4,Euarchontoglires,ortholog_one2one,94.9791,94.9791,100,100.00,1
ENSG00000130005,GAMT,ENSMUSG00000020150,Gamt,Euarchontoglires,ortholog_one2one,87.2881,81.746,100,100.00,1
ENSG00000124568,SLC17A1,ENSMUSG00000021335,Slc17a1,Euarchontoglires,ortholog_one2one,64.8822,65.1613,100,100.00,1
ENSG00000171759,PAH,ENSMUSG00000020051,Pah,Euarchontoglires,ortholog_one2one,92.4779,92.2737,100,100.00,1
ENSG00000175040,CHST2,ENSMUSG00000033350,Chst2,Euarchontoglires,ortholog_one2one,94.9057,94.9057,100,100.00,1
ENSG00000143318,CASQ1,ENSMUSG00000007122,Casq1,Euarchontoglires,ortholog_one2one,94.697,92.5926,100,100.00,1
ENSG00000171815,PCDHB1,ENSMUSG00000051663,Pcdhb1,Euarchontoglires,ortholog_one2one,88.0196,88.0196,100,100.00,1
ENSG00000164438,TLX3,ENSMUSG00000040610,Tlx3,Euarchontoglires,ortholog_one2one,99.6564,99.6564,100,100.00,1
ENSG00000153767,GTF2E1,ENSMUSG00000022828,Gtf2e1,Euarchontoglires,ortholog_one2one,93.3941,93.1818,100,100.00,1
ENSG00000206909,SNORA70J,ENSMUSG00000064994,Gm22422,Eutheria,ortholog_one2many,82.2222,82.2222,,0.00,0
ENSG00000156427,FGF18,ENSMUSG00000057967,Fgf18,Eutheria,ortholog_one2one,98.5507,98.5507,100,100.00,1
ENSG00000165905,LARGE2,ENSMUSG00000040434,Large2,Euarchontoglires,ortholog_one2one,80.8599,81.5385,100,100.00,1
ENSG00000082684,SEMA5B,ENSMUSG00000052133,Sema5b,Euarchontoglires,ortholog_one2one,88.8792,91.1765,100,100.00,1
ENSG00000143621,ILF2,ENSMUSG00000001016,Ilf2,Mammalia,ortholog_one2one,100,100,100,100.00,1
ENSG00000185650,ZFP36L1,ENSMUSG00000021127,Zfp36l1,Euarchontoglires,ortholog_one2one,98.5207,98.5207,100,100.00,1
ENSG00000071626,DAZAP1,ENSMUSG00000069565,Dazap1,Euarchontoglires,ortholog_one2one,98.2801,98.5222,100,100.00,1
ENSG00000168269,FOXI1,ENSMUSG00000047861,Foxi1,Eutheria,ortholog_one2one,83.8624,85.2151,75,100.00,1
ENSG00000188883,KLRG2,ENSMUSG00000071537,Klrg2,Euarchontoglires,ortholog_one2one,57.4572,60.7235,100,100.00,1
ENSG00000124564,SLC17A3,ENSMUSG00000036083,Slc17a3,Euarchontoglires,ortholog_one2one,64.8594,64.8594,75,100.00,1
ENSG00000101473,ACOT8,ENSMUSG00000017307,Acot8,Euarchontoglires,ortholog_one2one,84.953,84.6875,100,100.00,1
ENSG00000127955,GNAI1,ENSMUSG00000057614,Gnai1,Boreoeutheria,ortholog_one2one,100,100,75,100.00,1
ENSG00000196553,CCDC196,ENSMUSG00000099418,Gm6657,Euarchontoglires,ortholog_one2one,64.9832,69.6751,100,100.00,1
ENSG00000145936,KCNMB1,ENSMUSG00000020155,Kcnmb1,Eutheria,ortholog_one2one,82.7225,82.7225,100,100.00,1
ENSG00000168393,DTYMK,ENSMUSG00000026281,Dtymk,Eutheria,ortholog_one2one,81.1321,81.1321,100,100.00,1
ENSG00000157613,CREB3L1,ENSMUSG00000027230,Creb3l1,Euarchontoglires,ortholog_one2one,92.1002,91.9231,100,100.00,1
ENSG00000163293,NIPAL1,ENSMUSG00000067219,Nipal1,Euarchontoglires,ortholog_one2one,87.0732,85.8173,75,100.00,1
ENSG00000043462,LCP2,ENSMUSG00000002699,Lcp2,Euarchontoglires,ortholog_one2one,83.1144,83.1144,75,99.87,1
ENSG00000151131,NOPCHAP1,ENSMUSG00000020255,Nopchap1,Euarchontoglires,ortholog_one2one,71.8919,71.8919,100,100.00,1
ENSG00000104687,GSR,ENSMUSG00000031584,Gsr,Euarchontoglires,ortholog_one2one,83.1418,86.8,75,98.62,1
ENSG00000143155,TIPRL,ENSMUSG00000040843,Tiprl,Eutheria,ortholog_one2one,96.3235,96.679,100,100.00,1
ENSG00000177108,ZDHHC22,ENSMUSG00000048483,Zdhhc22,Euarchontoglires,ortholog_one2one,92.3954,92.3954,100,100.00,1
ENSG00000201384,,ENSMUSG00002075155,,Eutheria,ortholog_one2one,60.8696,58.8235,,77.79,1
ENSG00000100577,GSTZ1,ENSMUSG00000021033,Gstz1,Eutheria,ortholog_one2one,84.2593,84.2593,100,100.00,1
ENSG00000111707,SUDS3,ENSMUSG00000066900,Suds3,Eutheria,ortholog_one2one,96.6463,95.4819,100,100.00,1
ENSG00000143156,NME7,ENSMUSG00000026575,Nme7,Euarchontoglires,ortholog_one2one,88.2979,84.0506,100,98.40,1
ENSG00000077458,FAM76B,ENSMUSG00000037808,Fam76b,Euarchontoglires,ortholog_one2one,97.6401,97.6401,100,100.00,1
ENSG00000204548,DEFB121,ENSMUSG00000027468,Defb22,Eutheria,ortholog_many2many,31.5789,13.4078,0,0.00,0
ENSG00000212588,SNORA26,ENSMUSG00000093355,Snora26,Eutheria,ortholog_many2many,88.5246,89.2562,,100.00,1
ENSG00000212588,SNORA26,ENSMUSG00000077505,Gm24233,Eutheria,ortholog_many2many,89.3443,89.3443,,0.00,0
ENSG00000212588,SNORA26,ENSMUSG00000077274,Gm22786,Eutheria,ortholog_many2many,86.8852,86.8852,,0.00,0
ENSG00000212588,SNORA26,ENSMUSG00000077497,Gm23593,Eutheria,ortholog_many2many,76.2295,77.5,,0.00,0
ENSG00000212588,SNORA26,ENSMUSG00000077648,Gm24988,Eutheria,ortholog_many2many,86.0656,86.7769,,0.00,0
ENSG00000212588,SNORA26,ENSMUSG00000088850,Gm24729,Eutheria,ortholog_many2many,58.1967,51.8248,,0.00,0
ENSG00000112343,TRIM38,ENSMUSG00000064140,Trim38,Euarchontoglires,ortholog_one2one,55.4839,54.7771,0,100.00,1
ENSG00000180424,DEFB123,ENSMUSG00000044863,Defb36,Euarchontoglires,ortholog_one2one,76.1194,76.1194,100,100.00,1
ENSG00000103510,KAT8,ENSMUSG00000030801,Kat8,Eutheria,ortholog_one2one,98.2533,98.2533,100,100.00,1
ENSG00000241399,CD302,ENSMUSG00000060703,Cd302,Euarchontoglires,ortholog_one2one,73.7069,75,100,100.00,1
ENSG00000212490,,ENSMUSG00000093355,Snora26,Eutheria,ortholog_many2many,76.4228,77.686,,0.00,0
ENSG00000212490,,ENSMUSG00000077505,Gm24233,Eutheria,ortholog_many2many,77.2358,77.8689,,100.00,1
ENSG00000212490,,ENSMUSG00000077274,Gm22786,Eutheria,ortholog_many2many,74.7967,75.4098,,0.00,0
ENSG00000212490,,ENSMUSG00000077497,Gm23593,Eutheria,ortholog_many2many,65.0406,66.6667,,0.00,0
ENSG00000212490,,ENSMUSG00000077648,Gm24988,Eutheria,ortholog_many2many,74.7967,76.0331,,0.00,0
ENSG00000212490,,ENSMUSG00000088850,Gm24729,Eutheria,ortholog_many2many,51.2195,45.9854,,0.00,0
ENSG00000180383,DEFB124,ENSMUSG00000074678,Defb25,Eutheria,ortholog_one2one,64.7887,64.7887,100,100.00,1
ENSG00000128045,RASL11B,ENSMUSG00000049907,Rasl11b,Euarchontoglires,ortholog_one2one,93.9516,94.332,100,100.00,1
ENSG00000088320,REM1,ENSMUSG00000000359,Rem1,Euarchontoglires,ortholog_one2one,88.9262,89.2256,100,100.00,1
ENSG00000124610,H1-1,ENSMUSG00000049539,H1f1,Eutheria,ortholog_one2one,79.0698,79.8122,25,100.00,1
ENSG00000278463,H2AC4,ENSMUSG00000094248,H2ac23,Euarchontoglires,ortholog_one2one,100,100,0,0.00,0
ENSG00000276410,H2BC3,ENSMUSG00000075031,H2bc3,Eutheria,ortholog_one2one,97.619,97.619,75,100.00,1
ENSG00000111049,MYF5,ENSMUSG00000000435,Myf5,Euarchontoglires,ortholog_one2one,89.4118,89.4118,100,100.00,1
ENSG00000187837,H1-2,ENSMUSG00000036181,H1f2,Eutheria,ortholog_one2one,88.2629,88.6792,75,100.00,1
ENSG00000187475,H1-6,ENSMUSG00000036211,H1f6,Euarchontoglires,ortholog_one2one,63.285,62.6794,100,100.00,1
ENSG00000168298,H1-4,ENSMUSG00000051627,H1f4,Eutheria,ortholog_one2one,94.0639,94.0639,75,100.00,1
ENSG00000101294,HM13,ENSMUSG00000019188,H13,Euarchontoglires,ortholog_one2one,88.9671,96.1929,100,100.00,1
ENSG00000274290,H2BC6,ENSMUSG00000047246,H2bc6,Euarchontoglires,ortholog_one2one,100,100,75,100.00,1
ENSG00000204516,MICB,ENSMUSG00000054005,Mill1,Eutheria,ortholog_many2many,28.4595,27.5949,0,57.80,0
ENSG00000204516,MICB,ENSMUSG00000040987,Mill2,Eutheria,ortholog_many2many,25.8486,27.8873,0,0.97,0
ENSG00000144445,KANSL1L,ENSMUSG00000026004,Kansl1l,Euarchontoglires,ortholog_one2one,77.001,80.2534,100,100.00,1
ENSG00000119559,C19orf25,ENSMUSG00000020133,2310011J03Rik,Euarchontoglires,ortholog_one2one,61.8644,66.9725,100,100.00,1
ENSG00000179941,BBS10,ENSMUSG00000035759,Bbs10,Euarchontoglires,ortholog_one2one,66.5284,67.4614,100,100.00,1
ENSG00000164113,ADAD1,ENSMUSG00000027719,Adad1,Euarchontoglires,ortholog_one2one,89.0625,82.8756,100,100.00,1
ENSG00000165868,HSPA12A,ENSMUSG00000025092,Hspa12a,Euarchontoglires,ortholog_one2one,95.7037,95.7037,100,100.00,1
ENSG00000169372,CRADD,ENSMUSG00000045867,Cradd,Euarchontoglires,ortholog_one2one,89.4472,89.4472,100,100.00,1
ENSG00000168803,ADAL,ENSMUSG00000027259,Adal,Euarchontoglires,ortholog_one2one,83.3803,82.2222,100,100.00,1
ENSG00000071655,MBD3,ENSMUSG00000035478,Mbd3,Euarchontoglires,ortholog_one2one,94.1581,96.1404,100,100.00,1
ENSG00000052344,PRSS8,ENSMUSG00000030800,Prss8,Euarchontoglires,ortholog_one2one,76.3848,77.2861,100,100.00,1
ENSG00000170445,HARS1,ENSMUSG00000001380,Hars,Euarchontoglires,ortholog_one2one,94.8919,94.8919,100,100.00,1
ENSG00000198771,RCSD1,ENSMUSG00000040723,Rcsd1,Euarchontoglires,ortholog_one2one,63.2212,63.835,100,100.00,1
ENSG00000166037,CEP57,ENSMUSG00000031922,Cep57,Euarchontoglires,ortholog_one2one,87.6,87.6,100,100.00,1
ENSG00000133574,GIMAP4,ENSMUSG00000054435,Gimap4,Euarchontoglires,ortholog_one2one,59.8784,60.061,75,100.00,1
ENSG00000197361,FBXL22,ENSMUSG00000050503,Fbxl22,Eutheria,ortholog_one2one,81.3853,79.661,100,96.79,1
ENSG00000153976,HS3ST3A1,ENSMUSG00000047759,Hs3st3a1,Eutheria,ortholog_one2one,82.5123,85.2417,100,100.00,1
ENSG00000175054,ATR,ENSMUSG00000032409,Atr,Euarchontoglires,ortholog_one2one,90.469,90.5718,100,100.00,1
ENSG00000033800,PIAS1,ENSMUSG00000032405,Pias1,Boreoeutheria,ortholog_one2one,98.0031,98.0031,100,100.00,1
ENSG00000198563,DDX39B,ENSMUSG00000019432,Ddx39b,Boreoeutheria,ortholog_one2one,99.5327,99.5327,100,100.00,1
ENSG00000183273,CCDC60,ENSMUSG00000043913,Ccdc60,Euarchontoglires,ortholog_one2one,76,76.6973,100,100.00,1
ENSG00000188050,RNF133,ENSMUSG00000051956,Rnf133,Euarchontoglires,ortholog_one2one,73.9362,72.7749,100,100.00,1
ENSG00000006695,COX10,ENSMUSG00000042148,Cox10,Euarchontoglires,ortholog_one2one,81.4898,81.4898,100,100.00,1
ENSG00000178226,PRSS36,ENSMUSG00000070371,Prss36,Euarchontoglires,ortholog_one2one,80.3509,79.606,100,100.00,1
ENSG00000128607,KLHDC10,ENSMUSG00000029775,Klhdc10,Eutheria,ortholog_one2one,96.6063,97.2665,100,100.00,1
ENSG00000104691,UBXN8,ENSMUSG00000052906,Ubxn8,Euarchontoglires,ortholog_one2one,74.0741,72.2022,100,92.15,1
ENSG00000177791,MYOZ1,ENSMUSG00000068697,Myoz1,Euarchontoglires,ortholog_one2one,90.301,91.2162,100,100.00,1
ENSG00000116147,TNR,ENSMUSG00000015829,Tnr,Euarchontoglires,ortholog_one2one,93.2253,93.2253,100,100.00,1
ENSG00000248771,SMIM31,ENSMUSG00000074300,Smim31,Euarchontoglires,ortholog_one2one,61.9718,61.9718,75,100.00,1
ENSG00000173598,NUDT4,ENSMUSG00000020029,Nudt4,Eutheria,ortholog_one2many,96.1111,96.648,75,100.00,1
ENSG00000166317,SYNPO2L,ENSMUSG00000039376,Synpo2l,Euarchontoglires,ortholog_one2one,87.8199,87.7301,100,100.00,1
ENSG00000183439,TRIM61,ENSMUSG00000109718,Trim61,Euarchontoglires,ortholog_one2one,37.799,17.1367,0,92.13,0
ENSG00000213064,SFT2D2,ENSMUSG00000040848,Sft2d2,Euarchontoglires,ortholog_one2one,91.25,91.8239,75,100.00,1
ENSG00000176979,TRIM60,ENSMUSG00000053490,Trim60,Euarchontoglires,ortholog_one2one,51.38,51.9313,75,100.00,1
ENSG00000115266,APC2,ENSMUSG00000020135,Apc2,Euarchontoglires,ortholog_one2one,81.2853,81.2853,100,100.00,1
ENSG00000125430,HS3ST3B1,ENSMUSG00000070407,Hs3st3b1,Eutheria,ortholog_one2one,88.4615,88.4615,100,100.00,1
ENSG00000100580,TMED8,ENSMUSG00000034111,Tmed8,Euarchontoglires,ortholog_one2one,86.1538,85.8896,100,100.00,1
ENSG00000187689,AMTN,ENSMUSG00000029282,Amtn,Euarchontoglires,ortholog_one2one,60.2871,59.1549,100,100.00,1
ENSG00000176986,SEC24C,ENSMUSG00000039367,Sec24c,Euarchontoglires,ortholog_one2one,91.5905,91.4234,100,100.00,1
ENSG00000128578,STRIP2,ENSMUSG00000039629,Strip2,Euarchontoglires,ortholog_one2one,96.0432,94.9052,100,100.00,1
ENSG00000221823,PPP3R1,ENSMUSG00000033953,Ppp3r1,Theria,ortholog_one2one,100,100,75,100.00,1
ENSG00000143179,UCK2,ENSMUSG00000026558,Uck2,Euarchontoglires,ortholog_one2one,98.0843,98.0843,100,100.00,1
ENSG00000183828,NUDT14,ENSMUSG00000002804,Nudt14,Euarchontoglires,ortholog_one2one,82.4324,82.4324,100,100.00,1
ENSG00000161542,PRPSAP1,ENSMUSG00000015869,Prpsap1,Euarchontoglires,ortholog_one2one,97.4026,97.4026,100,100.00,1
ENSG00000103490,PYCARD,ENSMUSG00000030793,Pycard,Euarchontoglires,ortholog_one2one,70.7692,71.5026,100,100.00,1
ENSG00000104695,PPP2CB,ENSMUSG00000009630,Ppp2cb,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000177238,TRIM72,ENSMUSG00000042828,Trim72,Eutheria,ortholog_one2one,91.195,91.195,100,100.00,1
ENSG00000132464,ENAM,ENSMUSG00000029286,Enam,Euarchontoglires,ortholog_one2one,61.2084,51.8162,100,97.07,1
ENSG00000184898,RBM43,ENSMUSG00000036249,Rbm43,Euarchontoglires,ortholog_one2one,55.7423,58.0175,100,100.00,1
ENSG00000138617,PARP16,ENSMUSG00000032392,Parp16,Euarchontoglires,ortholog_one2one,90.3727,90.3727,100,100.00,1
ENSG00000103310,ZP2,ENSMUSG00000030911,Zp2,Euarchontoglires,ortholog_one2one,56.3758,58.906,100,100.00,1
ENSG00000180957,PITPNB,ENSMUSG00000050017,Pitpnb,Eutheria,ortholog_one2one,95.572,95.2206,100,100.00,1
ENSG00000166046,TCP11L2,ENSMUSG00000020034,Tcp11l2,Eutheria,ortholog_one2one,78.6127,78.9168,100,100.00,1
ENSG00000006377,DLX6,ENSMUSG00000029754,Dlx6,Euarchontoglires,ortholog_one2one,97.6109,96.2963,100,100.00,1
ENSG00000133863,TEX15,ENSMUSG00000009628,Tex15,Amniota,ortholog_one2one,48.4868,55.2244,100,100.00,0
ENSG00000172638,EFEMP2,ENSMUSG00000024909,Efemp2,Boreoeutheria,ortholog_one2one,94.8081,90.9091,100,100.00,1
ENSG00000132467,UTP3,ENSMUSG00000070697,Utp3,Euarchontoglires,ortholog_one2one,86.2213,88.0597,100,100.00,1
ENSG00000166887,VPS39,ENSMUSG00000027291,Vps39,Eutheria,ortholog_one2one,97.2571,96.0497,100,100.00,1
ENSG00000143315,PIGM,ENSMUSG00000050229,Pigm,Eutheria,ortholog_one2one,89.8345,89.8345,100,100.00,1
ENSG00000067066,SP100,ENSMUSG00000094514,,Euarchontoglires,ortholog_one2many,7.11864,51.6393,0,0.00,0
ENSG00000067066,SP100,ENSMUSG00000094915,,Euarchontoglires,ortholog_one2many,7.23164,52.459,0,0.00,0
ENSG00000116199,FAM20B,ENSMUSG00000033557,Fam20b,Euarchontoglires,ortholog_one2one,97.3105,97.3105,75,100.00,1
ENSG00000018189,RUFY3,ENSMUSG00000029291,Rufy3,Mammalia,ortholog_one2one,84.5161,78.3259,100,100.00,1
ENSG00000101337,TM9SF4,ENSMUSG00000068040,Tm9sf4,Euarchontoglires,ortholog_one2one,96.8847,96.7341,100,100.00,1
ENSG00000127928,GNGT1,ENSMUSG00000029663,Gngt1,Boreoeutheria,ortholog_one2one,97.2973,97.2973,100,100.00,1
ENSG00000013275,PSMC4,ENSMUSG00000030603,Psmc4,Eutheria,ortholog_one2one,99.7608,99.7608,100,100.00,1
ENSG00000165071,TMEM71,ENSMUSG00000036944,Tmem71,Euarchontoglires,ortholog_one2one,65.4237,67.2474,100,100.00,1
ENSG00000143185,XCL2,ENSMUSG00000026573,Xcl1,Euarchontoglires,ortholog_one2many,60.5263,60.5263,0,100.00,1
ENSG00000207169,RNU6-24P,ENSMUSG00000093147,Gm23369,Eutheria,ortholog_one2one,90.6542,92.381,,0.00,0
ENSG00000176170,SPHK1,ENSMUSG00000061878,Sphk1,Euarchontoglires,ortholog_one2one,80.2083,79.3814,100,99.69,1
ENSG00000196335,STK31,ENSMUSG00000023403,Stk31,Euarchontoglires,ortholog_one2one,78.1158,78.1925,100,100.00,1
ENSG00000116260,QSOX1,ENSMUSG00000033684,Qsox1,Euarchontoglires,ortholog_one2one,72.6908,72.5936,100,100.00,1
ENSG00000185129,PURA,ENSMUSG00000043991,Pura,Euarchontoglires,ortholog_one2one,98.7578,99.0654,100,100.00,1
ENSG00000182700,IGIP,ENSMUSG00000110185,Igip,Euarchontoglires,ortholog_one2one,94.3396,94.3396,100,100.00,1
ENSG00000120306,CYSTM1,ENSMUSG00000046727,Cystm1,Boreoeutheria,ortholog_one2one,77.3196,70.7547,100,100.00,1
ENSG00000168615,ADAM9,ENSMUSG00000031555,Adam9,Euarchontoglires,ortholog_one2one,84.2491,79.9537,100,96.76,1
ENSG00000196968,FUT11,ENSMUSG00000039357,Fut11,Euarchontoglires,ortholog_one2one,85.9756,86.5031,100,100.00,1
ENSG00000165807,PPP1R36,ENSMUSG00000052221,Ppp1r36,Euarchontoglires,ortholog_one2one,70.1422,72.0195,100,100.00,1
ENSG00000172586,CHCHD1,ENSMUSG00000063787,Chchd1,Euarchontoglires,ortholog_one2one,83.0508,83.0508,100,100.00,1
ENSG00000175311,ANKS4B,ENSMUSG00000030909,Anks4b,Eutheria,ortholog_one2one,82.7338,81.5603,75,100.00,1
ENSG00000214655,ZSWIM8,ENSMUSG00000021819,Zswim8,Euarchontoglires,ortholog_one2one,97.1101,97.2162,100,100.00,1
ENSG00000185610,DBX2,ENSMUSG00000045608,Dbx2,Eutheria,ortholog_one2one,70.7965,63.6605,100,100.00,1
ENSG00000113068,PFDN1,ENSMUSG00000024346,Pfdn1,Euarchontoglires,ortholog_one2one,96.7213,96.7213,100,100.00,1
ENSG00000136048,DRAM1,ENSMUSG00000020057,Dram1,Eutheria,ortholog_one2one,94.5378,94.5378,100,100.00,1
ENSG00000101350,KIF3B,ENSMUSG00000027475,Kif3b,Euarchontoglires,ortholog_one2one,97.992,97.992,100,100.00,1
ENSG00000103174,NAGPA,ENSMUSG00000023143,Nagpa,Euarchontoglires,ortholog_one2one,80.7767,80.4642,75,100.00,1
ENSG00000176956,LY6H,ENSMUSG00000022577,Ly6h,Euarchontoglires,ortholog_one2one,89.441,90,100,100.00,1
ENSG00000126822,PLEKHG3,ENSMUSG00000052609,Plekhg3,Euarchontoglires,ortholog_one2one,80.6399,73.3035,100,100.00,1
ENSG00000171456,ASXL1,ENSMUSG00000042548,Asxl1,Eutheria,ortholog_one2one,73.5237,74.8349,100,100.00,1
ENSG00000113070,HBEGF,ENSMUSG00000024486,Hbegf,Euarchontoglires,ortholog_one2one,80.7692,80.7692,100,100.00,1
ENSG00000139767,SRRM4,ENSMUSG00000063919,Srrm4,Euarchontoglires,ortholog_one2one,84.2881,84.7039,100,100.00,1
ENSG00000175077,RTP1,ENSMUSG00000033383,Rtp1,Eutheria,ortholog_one2one,90.4943,90.4943,100,100.00,1
ENSG00000201785,SNORD117,ENSMUSG00000065273,Gm25128,Euteleostomi,ortholog_one2one,89.4737,89.4737,,100.00,1
ENSG00000265236,SNORD84,ENSMUSG00000075770,Gm22589,Eutheria,ortholog_one2one,85.8974,87.013,,100.00,1
ENSG00000226979,LTA,ENSMUSG00000024402,Lta,Euarchontoglires,ortholog_one2one,72.1951,73.2673,100,100.00,1
ENSG00000175931,UBE2O,ENSMUSG00000020802,Ube2o,Euarchontoglires,ortholog_one2one,93.8081,94.0994,100,100.00,1
ENSG00000153037,SRP19,ENSMUSG00000014504,Srp19,Boreoeutheria,ortholog_one2one,95.8333,95.8333,75,100.00,1
ENSG00000185942,NKAIN3,ENSMUSG00000055761,Nkain3,Euarchontoglires,ortholog_one2one,79.8165,96.1326,50,100.00,1
ENSG00000143190,POU2F1,ENSMUSG00000026565,Pou2f1,Euarchontoglires,ortholog_one2one,93.8642,90.6684,100,100.00,1
ENSG00000169359,SLC33A1,ENSMUSG00000027822,Slc33a1,Boreoeutheria,ortholog_one2one,93.6248,93.4545,100,100.00,1
ENSG00000127324,TSPAN8,ENSMUSG00000034127,Tspan8,Eutheria,ortholog_one2one,70.0422,70.6383,100,100.00,1
ENSG00000105339,DENND3,ENSMUSG00000036661,Dennd3,Euarchontoglires,ortholog_one2one,78.7167,78.9639,100,100.00,1
ENSG00000140543,DET1,ENSMUSG00000030610,Det1,Eutheria,ortholog_one2one,99.6364,99.6364,100,100.00,1
ENSG00000227507,LTB,ENSMUSG00000024399,Ltb,Eutheria,ortholog_one2one,75.8197,60.4575,100,100.00,1
ENSG00000070182,SPTB,ENSMUSG00000021061,Sptb,Euarchontoglires,ortholog_one2one,90.7216,90.6827,100,100.00,1
ENSG00000172500,FIBP,ENSMUSG00000024911,Fibp,Euarchontoglires,ortholog_one2one,97.1989,95.3297,100,100.00,1
ENSG00000161544,CYGB,ENSMUSG00000020810,Cygb,Eutheria,ortholog_one2one,95.2632,95.2632,75,100.00,1
ENSG00000204482,LST1,ENSMUSG00000073412,Lst1,Euarchontoglires,ortholog_one2one,51.5464,53.7634,100,93.73,1
ENSG00000128739,SNRPN,ENSMUSG00000102252,Snrpn,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000169184,MN1,ENSMUSG00000070576,Mn1,Euarchontoglires,ortholog_one2one,89.3182,90.9021,100,100.00,1
ENSG00000206199,ANKUB1,ENSMUSG00000074591,Ankub1,Euarchontoglires,ortholog_one2one,79.4118,79.7048,100,100.00,1
ENSG00000118894,EEF2KMT,ENSMUSG00000022544,Eef2kmt,Boreoeutheria,ortholog_one2many,72.7273,71.6418,75,98.90,1
ENSG00000123384,LRP1,ENSMUSG00000040249,Lrp1,Euarchontoglires,ortholog_one2one,97.9974,97.9758,100,100.00,1
ENSG00000283313,U6,ENSMUSG00002074982,U6,Eutheria,ortholog_one2many,56.6265,83.9286,,0.00,0
ENSG00000198028,ZNF560,ENSMUSG00000055150,Zfp78,Bilateria,ortholog_many2many,23.6709,36.5234,0,0.00,0
ENSG00000129625,REEP5,ENSMUSG00000005873,Reep5,Euarchontoglires,ortholog_one2one,93.6508,93.6508,50,100.00,1
ENSG00000169903,TM4SF4,ENSMUSG00000027801,Tm4sf4,Boreoeutheria,ortholog_one2one,87.6238,87.6238,50,100.00,1
ENSG00000274091,SNORD1C,ENSMUSG00000065640,Snord1c,Eutheria,ortholog_one2many,79.4872,81.5789,,100.00,1
ENSG00000274091,SNORD1C,ENSMUSG00000065635,Gm24253,Eutheria,ortholog_one2many,76.9231,78.9474,,0.00,0
ENSG00000274091,SNORD1C,ENSMUSG00000077604,Snord1b,Eutheria,ortholog_one2many,75.641,78.6667,,0.00,0
ENSG00000278261,SNORD1A,ENSMUSG00000065094,Snord1a,Theria,ortholog_one2one,83.3333,81.0811,,100.00,1
ENSG00000284526,,ENSMUSG00000110170,St6galnac2,Euarchontoglires,ortholog_one2one,75.265,73.7024,100,100.00,1
ENSG00000267710,EDDM13,ENSMUSG00000053367,Epp13,Euarchontoglires,ortholog_one2one,70.8075,69.5122,25,97.82,1
ENSG00000121853,GHSR,ENSMUSG00000051136,Ghsr,Boreoeutheria,ortholog_one2one,95.3552,95.8791,100,100.00,1
ENSG00000070731,ST6GALNAC2,ENSMUSG00000057286,St6galnac2,Euarchontoglires,ortholog_one2one,73.7968,73.9946,100,100.00,1
